text,label
Herkes bana kötü davranıyor.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Babam bana tokat attı.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Öğretmenim bana vurdu.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Herkes bana kötü davranıyor.,duygusal
Annemle birlikte kek yaptık.,normal
Babamla sinemaya gittik.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Babamla sinemaya gittik.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Beni rahatsız eden sorular sordu.,cinsel
Kimse bana yemek yapmadı.,ihmal
Babam bana tokat attı.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Pikniğe gittik ve top oynadık.,normal
Kardeşimle lego oynadım.,normal
Kendimi çok değersiz hissediyorum.,duygusal
Beni okuldan almayı unuttular.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Zorla beni öpmeye çalıştı.,cinsel
Babamla sinemaya gittik.,normal
Babamla sinemaya gittik.,normal
Bir yetişkin beni sertçe itti.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Pikniğe gittik ve top oynadık.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Gizli bir şekilde odama geldi.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Vurunca duvara çarptım.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Babam bana tokat attı.,fiziksel
Babam bana tokat attı.,fiziksel
Annemle birlikte kek yaptık.,normal
Bugün yine beni aşağıladılar.,duygusal
Kardeşimle lego oynadım.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Bugün parkta çok eğlendim.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Annemle birlikte kek yaptık.,normal
Bana hiç sarılmıyorlar.,ihmal
Beni okuldan almayı unuttular.,ihmal
Anneme bir şey söyledim ama bağırdı.,duygusal
Gizli bir şekilde odama geldi.,cinsel
Kimse bana yemek yapmadı.,ihmal
Beni okuldan almayı unuttular.,ihmal
Vurunca duvara çarptım.,fiziksel
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Beni okuldan almayı unuttular.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Beni okuldan almayı unuttular.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Babam bana tokat attı.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bana hiç sarılmıyorlar.,ihmal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Ağabeyim beni yere itti.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Annemle birlikte kek yaptık.,normal
Bana hiç sarılmıyorlar.,ihmal
Gizli bir şekilde odama geldi.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Annemle birlikte kek yaptık.,normal
Annemle birlikte kek yaptık.,normal
Birisi bana garip şeyler gösterdi.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Kıyafetimi çıkarmamı istedi.,cinsel
Ağabeyim beni yere itti.,fiziksel
Çok hastaydım ama doktora gitmedik.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni sürekli eleştiriyor.,duygusal
Annemle birlikte kek yaptık.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Pikniğe gittik ve top oynadık.,normal
Beni sürekli eleştiriyor.,duygusal
Pikniğe gittik ve top oynadık.,normal
Beni sürekli eleştiriyor.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Bugün yine beni aşağıladılar.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Beni okuldan almayı unuttular.,ihmal
Bugün parkta çok eğlendim.,normal
Beni rahatsız eden sorular sordu.,cinsel
Annemle birlikte kek yaptık.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Karnım aç ama evde kimse yok.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Biri bana dokundu ve çok korktum.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Yeni kalem kutumu çok sevdim.,normal
Bugün bütün gün evde yalnızdım.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Çok hastaydım ama doktora gitmedik.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Vurunca duvara çarptım.,fiziksel
Saçımı çekti ve bağırdı.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Babamla sinemaya gittik.,normal
Beni sürekli eleştiriyor.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Bugün parkta çok eğlendim.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Birisi bana garip şeyler gösterdi.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Öğretmenim bana vurdu.,fiziksel
Kimse bana yemek yapmadı.,ihmal
Kitap okudum ve çok sevdim.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Bir yetişkin beni sertçe itti.,fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Kitap okudum ve çok sevdim.,normal
Babamla sinemaya gittik.,normal
Annemle birlikte kek yaptık.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Yeni kalem kutumu çok sevdim.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Bugün yine beni aşağıladılar.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kitap okudum ve çok sevdim.,normal
Biri bana dokundu ve çok korktum.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Odam çok kirli ama yardım eden yok.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Pikniğe gittik ve top oynadık.,normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Arkadaşlarımla oyun oynadım.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Bana 'aptal' dedi.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Karnım aç ama evde kimse yok.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Kitap okudum ve çok sevdim.,normal
Biri bana dokundu ve çok korktum.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Saçımı çekti ve bağırdı.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Babam bana tokat attı.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Beni sürekli eleştiriyor.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Bugün yine beni aşağıladılar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Öğretmenim bana vurdu.,fiziksel
Babam bana tokat attı.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Biri bana dokundu ve çok korktum.,cinsel
Vurunca duvara çarptım.,fiziksel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Babamla sinemaya gittik.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Ağabeyim beni yere itti.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Karnım aç ama evde kimse yok.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Gizli bir şekilde odama geldi.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kimse bana yemek yapmadı.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Bana hiç sarılmıyorlar.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Korkuyorum çünkü bağırıyorlar.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bana kötü yerlerinden bahsetti.,cinsel
Bir yetişkin beni sertçe itti.,fiziksel
Babam bana tokat attı.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Bugün parkta çok eğlendim.,normal
Pikniğe gittik ve top oynadık.,normal
Zorla beni öpmeye çalıştı.,cinsel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Kitap okudum ve çok sevdim.,normal
Arkadaşlarımla oyun oynadım.,normal
Bana hiç sarılmıyorlar.,ihmal
Kitap okudum ve çok sevdim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Birisi bana garip şeyler gösterdi.,cinsel
Kardeşimle lego oynadım.,normal
Beni okuldan almayı unuttular.,ihmal
Kardeşimle lego oynadım.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni sürekli eleştiriyor.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Odam çok kirli ama yardım eden yok.,ihmal
Vurunca duvara çarptım.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Kitap okudum ve çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Gizli bir şekilde odama geldi.,cinsel
Öğretmenim bana vurdu.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Bir yetişkin beni sertçe itti.,fiziksel
Annemle birlikte kek yaptık.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Odam çok kirli ama yardım eden yok.,ihmal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Öğretmenim bana vurdu.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Vurunca duvara çarptım.,fiziksel
Öğretmenim bana vurdu.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Bana hiç sarılmıyorlar.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Pikniğe gittik ve top oynadık.,normal
Kıyafetimi çıkarmamı istedi.,cinsel
Çok hastaydım ama doktora gitmedik.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kitap okudum ve çok sevdim.,normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Babamla sinemaya gittik.,normal
Babam bana tokat attı.,fiziksel
Annemle birlikte kek yaptık.,normal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Kendimi çok değersiz hissediyorum.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Karnım aç ama evde kimse yok.,ihmal
Vurunca duvara çarptım.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Annemle birlikte kek yaptık.,normal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Kitap okudum ve çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Öğretmenim bana vurdu.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Babamla sinemaya gittik.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Saçımı çekti ve bağırdı.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Vurunca duvara çarptım.,fiziksel
Bugün parkta çok eğlendim.,normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Ağabeyim beni yere itti.,fiziksel
Bir yetişkin beni sertçe itti.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Beni rahatsız eden sorular sordu.,cinsel
Kendimi çok değersiz hissediyorum.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Yeni kalem kutumu çok sevdim.,normal
Vurunca duvara çarptım.,fiziksel
Babam bana tokat attı.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Yeni kalem kutumu çok sevdim.,normal
Annemle birlikte kek yaptık.,normal
Saçımı çekti ve bağırdı.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Bir yetişkin beni sertçe itti.,fiziksel
Biri bana dokundu ve çok korktum.,cinsel
Bana 'aptal' dedi.,duygusal
Bana kötü yerlerinden bahsetti.,cinsel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Öğretmenim bana vurdu.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Öğretmenim bana vurdu.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Beni sürekli eleştiriyor.,duygusal
Kendimi çok değersiz hissediyorum.,duygusal
Herkes bana kötü davranıyor.,duygusal
Yeni kalem kutumu çok sevdim.,normal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
Odam çok kirli ama yardım eden yok.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Anneme bir şey söyledim ama bağırdı.,duygusal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Bana hiç sarılmıyorlar.,ihmal
Kimse bana yemek yapmadı.,ihmal
Bugün parkta çok eğlendim.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni okuldan almayı unuttular.,ihmal
Arkadaşlarımla oyun oynadım.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Babam bana tokat attı.,fiziksel
Vurunca duvara çarptım.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Zorla beni öpmeye çalıştı.,cinsel
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Beni rahatsız eden sorular sordu.,cinsel
Bugün parkta çok eğlendim.,normal
Yeni kalem kutumu çok sevdim.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni okuldan almayı unuttular.,ihmal
Herkes bana kötü davranıyor.,duygusal
Karnım aç ama evde kimse yok.,ihmal
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Kıyafetimi çıkarmamı istedi.,cinsel
Kitap okudum ve çok sevdim.,normal
Pikniğe gittik ve top oynadık.,normal
Vurunca duvara çarptım.,fiziksel
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Kıyafetimi çıkarmamı istedi.,cinsel
Kitap okudum ve çok sevdim.,normal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Babam bana tokat attı.,fiziksel
"Okulda resim yaptım, öğretmenim beğendi.",normal
Vurunca duvara çarptım.,fiziksel
Annemle birlikte kek yaptık.,normal
Bana 'aptal' dedi.,duygusal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Birisi bana garip şeyler gösterdi.,cinsel
Pikniğe gittik ve top oynadık.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bugün yine beni aşağıladılar.,duygusal
Saçımı çekti ve bağırdı.,fiziksel
Babam bana tokat attı.,fiziksel
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Bugün yine beni aşağıladılar.,duygusal
Annemle birlikte kek yaptık.,normal
Kitap okudum ve çok sevdim.,normal
Kimse bana yemek yapmadı.,ihmal
Öğretmenim bana vurdu.,fiziksel
Sınıfta biri beni itip yere düşürdü.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Kitap okudum ve çok sevdim.,normal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Çok hastaydım ama doktora gitmedik.,ihmal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Beni rahatsız eden sorular sordu.,cinsel
Bana kötü yerlerinden bahsetti.,cinsel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Korkuyorum çünkü bağırıyorlar.,duygusal
Birisi bana garip şeyler gösterdi.,cinsel
Babamla sinemaya gittik.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Pikniğe gittik ve top oynadık.,normal
Zorla beni öpmeye çalıştı.,cinsel
Bugün bütün gün evde yalnızdım.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Odam çok kirli ama yardım eden yok.,ihmal
Pikniğe gittik ve top oynadık.,normal
Biri bana dokundu ve çok korktum.,cinsel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Pikniğe gittik ve top oynadık.,normal
Anneme bir şey söyledim ama bağırdı.,duygusal
Beni okuldan almayı unuttular.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni rahatsız eden sorular sordu.,cinsel
Bana 'aptal' dedi.,duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Yeni kalem kutumu çok sevdim.,normal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Kardeşimle lego oynadım.,normal
Kitap okudum ve çok sevdim.,normal
Odam çok kirli ama yardım eden yok.,ihmal
Zorla beni öpmeye çalıştı.,cinsel
Öğretmenim bana vurdu.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Kitap okudum ve çok sevdim.,normal
Ağabeyim beni yere itti.,fiziksel
Kardeşimle lego oynadım.,normal
"Bütün gün televizyon izledim, kimse benimle konuşmadı.",ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni kimse sevmiyor gibi hissediyorum.,duygusal
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Karnım aç ama evde kimse yok.,ihmal
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Beni rahatsız eden sorular sordu.,cinsel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Ağabeyim beni yere itti.,fiziksel
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Kitap okudum ve çok sevdim.,normal
Babam bana tokat attı.,fiziksel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Korkuyorum çünkü bağırıyorlar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Babam bana tokat attı.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Beni sürekli eleştiriyor.,duygusal
Bugün parkta çok eğlendim.,normal
Beni okuldan almayı unuttular.,ihmal
Vurunca duvara çarptım.,fiziksel
Bana hiç sarılmıyorlar.,ihmal
Babamla sinemaya gittik.,normal
Bana kötü yerlerinden bahsetti.,cinsel
Kitap okudum ve çok sevdim.,normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
"Kolum morardı, biri beni sıkıca tuttu.",fiziksel
Karnım aç ama evde kimse yok.,ihmal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Biri bana dokundu ve çok korktum.,cinsel
Beni okuldan almayı unuttular.,ihmal
Kimse bana yemek yapmadı.,ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
Vurunca duvara çarptım.,fiziksel
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Kendimi çok değersiz hissediyorum.,duygusal
Bana hiç sarılmıyorlar.,ihmal
Birisi bana garip şeyler gösterdi.,cinsel
Beni okuldan almayı unuttular.,ihmal
Babam bana tokat attı.,fiziksel
Bana kötü yerlerinden bahsetti.,cinsel
Dün akşam yatmadan önce kimse iyi geceler demedi.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Öğretmenim bana vurdu.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Öğretmenim bana vurdu.,fiziksel
Herkes bana kötü davranıyor.,duygusal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Bugün yine beni aşağıladılar.,duygusal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bugün bütün gün evde yalnızdım.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Herkes bana kötü davranıyor.,duygusal
Biri bana dokundu ve çok korktum.,cinsel
Beni okuldan almayı unuttular.,ihmal
Beni okuldan almayı unuttular.,ihmal
Gizlice fotoğraf çekmeye çalıştı.,cinsel
Kardeşimle lego oynadım.,normal
Saçımı çekti ve bağırdı.,fiziksel
Oyun oynamak bahanesiyle bana dokundu.,cinsel
Arkadaşlarımla oyun oynadım.,normal
Zorla beni öpmeye çalıştı.,cinsel
Öğretmenim bana vurdu.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Beni sürekli eleştiriyor.,duygusal
Pikniğe gittik ve top oynadık.,normal
Bir yetişkin beni sertçe itti.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
Saçımı çekti ve bağırdı.,fiziksel
Bugün bütün gün evde yalnızdım.,ihmal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Gizli bir şekilde odama geldi.,cinsel
"Yüzme kursuna gittim, eğlenceliydi.",normal
Bana kötü yerlerinden bahsetti.,cinsel
Babamla sinemaya gittik.,normal
Karnım aç ama evde kimse yok.,ihmal
Kardeşimle lego oynadım.,normal
"Yüzme kursuna gittim, eğlenceliydi.",normal
Beni okuldan almayı unuttular.,ihmal
Sınıfta biri beni itip yere düşürdü.,fiziksel
Karnım çok acıyor çünkü biri bana vurdu.,fiziksel
Bana 'aptal' dedi.,duygusal
Bugün bütün gün evde yalnızdım.,ihmal
"Okulda resim yaptım, öğretmenim beğendi.",normal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Beni kimse sevmiyor gibi hissediyorum.,duygusal
Babamla sinemaya gittik.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Babam bana tokat attı.,fiziksel
Anneme bir şey söyledim ama bağırdı.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Korkuyorum çünkü bağırıyorlar.,duygusal
Beni sürekli eleştiriyor.,duygusal
Dizim kanadı çünkü biri beni dövdü.,fiziksel
Karnım aç ama evde kimse yok.,ihmal
Bugün bütün gün evde yalnızdım.,ihmal
Ağabeyim beni yere itti.,fiziksel
"Çok üzgünüm, bana kötü sözler söylüyorlar.",duygusal
Hiçbir şeyi doğru yapamıyorum diyorlar.,duygusal
Zorla beni öpmeye çalıştı.,cinsel
Karnım aç ama evde kimse yok.,ihmal
Bana kötü yerlerinden bahsetti.,cinsel
Biri bana dokundu ve çok korktum.,cinsel
Beni sürekli eleştiriyor.,duygusal
"Onunla konuşmamı istemiyorum, kötü hissediyorum.",cinsel
Annemle birlikte kek yaptık.,normal
Korkuyorum çünkü bağırıyorlar.,duygusal
Babamla sinemaya gittik.,normal
Beni okuldan almayı unuttular.,ihmal
Pikniğe gittik ve top oynadık.,normal
Üşüyorum ama kimse ilgilenmiyor.,ihmal
Korkuyorum çünkü bağırıyorlar.,duygusal
